Datetime,BTC-USD,ETH-USD
2022-03-21 01:22:00+00:00,41371.23046875,2869.208251953125
2022-03-21 01:23:00+00:00,41332.2109375,2867.661376953125
2022-03-21 01:24:00+00:00,41329.74609375,2867.09423828125
2022-03-21 01:25:00+00:00,41301.40234375,2865.348388671875
2022-03-21 01:26:00+00:00,41305.12890625,2865.39013671875
2022-03-21 01:29:00+00:00,41288.02734375,2864.757080078125
2022-03-21 01:30:00+00:00,41290.51171875,2865.230712890625
2022-03-21 01:31:00+00:00,41294.203125,2865.105224609375
2022-03-21 01:32:00+00:00,41280.83203125,2864.77099609375
2022-03-21 01:33:00+00:00,41282.96484375,2864.6396484375
2022-03-21 01:34:00+00:00,41284.56640625,2864.44384765625
2022-03-21 01:35:00+00:00,41296.42578125,2865.263916015625
2022-03-21 01:38:00+00:00,41317.453125,2867.07861328125
2022-03-21 01:39:00+00:00,41314.62109375,2866.994873046875
2022-03-21 01:40:00+00:00,41276.27734375,2865.30029296875
2022-03-21 01:41:00+00:00,41272.171875,2864.789306640625
2022-03-21 01:42:00+00:00,41276.61328125,2864.980712890625
2022-03-21 01:43:00+00:00,41282.8515625,2865.408935546875
2022-03-21 01:44:00+00:00,41291.0078125,2866.07666015625
2022-03-21 01:45:00+00:00,41284.32421875,2866.162841796875
2022-03-21 01:46:00+00:00,41267.390625,2866.02734375
2022-03-21 01:47:00+00:00,41246.12890625,2864.70654296875
2022-03-21 01:49:00+00:00,41249.2734375,2865.158935546875
2022-03-21 01:50:00+00:00,41246.60546875,2865.095703125
2022-03-21 01:51:00+00:00,41244.3203125,2864.853271484375
2022-03-21 01:53:00+00:00,41231.6953125,2863.936767578125
2022-03-21 01:54:00+00:00,41234.78515625,2864.17236328125
2022-03-21 01:55:00+00:00,41238.5546875,2864.015625
2022-03-21 01:56:00+00:00,41232.78515625,2863.2822265625
2022-03-21 01:58:00+00:00,41229.76171875,2862.8662109375
2022-03-21 01:59:00+00:00,41228.60546875,2862.7421875
2022-03-21 02:01:00+00:00,41248.66796875,2864.636962890625
2022-03-21 02:02:00+00:00,41248.8203125,2865.075439453125
2022-03-21 02:03:00+00:00,41249.92578125,2865.59716796875
